,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,Year
7653,Precipitation Amount,February,Phoenix Park,Millimetres,46.6,2013
7654,Precipitation Amount,February,Roches Point,Millimetres,39.9,2013
7655,Precipitation Amount,February,Markree,Millimetres,72.2,2013
7656,Precipitation Amount,March,Malin Head,Millimetres,61.7,2013
7657,Precipitation Amount,March,Claremorris,Millimetres,38.4,2013
7658,Precipitation Amount,March,Valentia Observatory,Millimetres,82.4,2013
7659,Precipitation Amount,March,Belmullet,Millimetres,44.6,2013
7660,Precipitation Amount,March,Shannon Airport,Millimetres,30.2,2013
7661,Precipitation Amount,March,Dublin Airport,Millimetres,85.5,2013
7662,Precipitation Amount,March,Mullingar,Millimetres,40.1,2013
7663,Precipitation Amount,March,Cork Airport,Millimetres,134.9,2013
7664,Precipitation Amount,March,Casement,Millimetres,63.3,2013
7665,Precipitation Amount,March,Phoenix Park,Millimetres,97.1,2013
7666,Precipitation Amount,March,Roches Point,Millimetres,104.6,2013
7667,Precipitation Amount,March,Markree,Millimetres,34.7,2013
7668,Precipitation Amount,April,Malin Head,Millimetres,61.6,2013
7669,Precipitation Amount,April,Claremorris,Millimetres,122.1,2013
7670,Precipitation Amount,April,Valentia Observatory,Millimetres,128.1,2013
7671,Precipitation Amount,April,Belmullet,Millimetres,81.4,2013
7672,Precipitation Amount,April,Shannon Airport,Millimetres,63.1,2013
7673,Precipitation Amount,April,Dublin Airport,Millimetres,40.1,2013
7674,Precipitation Amount,April,Mullingar,Millimetres,78.1,2013
7675,Precipitation Amount,April,Cork Airport,Millimetres,97.2,2013
7676,Precipitation Amount,April,Casement,Millimetres,47.5,2013
7677,Precipitation Amount,April,Phoenix Park,Millimetres,46.4,2013
7678,Precipitation Amount,April,Roches Point,Millimetres,52.5,2013
7679,Precipitation Amount,April,Markree,Millimetres,83.1,2013
7680,Precipitation Amount,May,Malin Head,Millimetres,102.5,2013
7681,Precipitation Amount,May,Claremorris,Millimetres,121.4,2013
7682,Precipitation Amount,May,Valentia Observatory,Millimetres,109.3,2013
7683,Precipitation Amount,May,Belmullet,Millimetres,111.7,2013
7684,Precipitation Amount,May,Shannon Airport,Millimetres,68.0,2013
7685,Precipitation Amount,May,Dublin Airport,Millimetres,45.8,2013
7686,Precipitation Amount,May,Mullingar,Millimetres,72.2,2013
7687,Precipitation Amount,May,Cork Airport,Millimetres,64.4,2013
7688,Precipitation Amount,May,Casement,Millimetres,52.8,2013
7689,Precipitation Amount,May,Phoenix Park,Millimetres,42.4,2013
7690,Precipitation Amount,May,Roches Point,Millimetres,52.1,2013
7691,Precipitation Amount,May,Markree,Millimetres,120.2,2013
7692,Precipitation Amount,June,Malin Head,Millimetres,85.5,2013
7693,Precipitation Amount,June,Claremorris,Millimetres,61.0,2013
7694,Precipitation Amount,June,Valentia Observatory,Millimetres,138.0,2013
7695,Precipitation Amount,June,Belmullet,Millimetres,43.3,2013
7696,Precipitation Amount,June,Shannon Airport,Millimetres,64.2,2013
7697,Precipitation Amount,June,Dublin Airport,Millimetres,60.8,2013
7698,Precipitation Amount,June,Mullingar,Millimetres,62.6,2013
7699,Precipitation Amount,June,Cork Airport,Millimetres,116.4,2013
7700,Precipitation Amount,June,Casement,Millimetres,43.2,2013
7701,Precipitation Amount,June,Phoenix Park,Millimetres,43.7,2013
7702,Precipitation Amount,June,Roches Point,Millimetres,96.4,2013
7703,Precipitation Amount,June,Markree,Millimetres,75.0,2013
7704,Precipitation Amount,July,Malin Head,Millimetres,56.6,2013
7705,Precipitation Amount,July,Claremorris,Millimetres,94.3,2013
7706,Precipitation Amount,July,Valentia Observatory,Millimetres,105.2,2013
7707,Precipitation Amount,July,Belmullet,Millimetres,80.6,2013
7708,Precipitation Amount,July,Shannon Airport,Millimetres,57.4,2013
7709,Precipitation Amount,July,Dublin Airport,Millimetres,68.8,2013
7710,Precipitation Amount,July,Mullingar,Millimetres,62.8,2013
7711,Precipitation Amount,July,Cork Airport,Millimetres,67.5,2013
7712,Precipitation Amount,July,Casement,Millimetres,42.7,2013
7713,Precipitation Amount,July,Phoenix Park,Millimetres,67.6,2013
7714,Precipitation Amount,July,Roches Point,Millimetres,71.8,2013
7715,Precipitation Amount,July,Markree,Millimetres,68.9,2013
7716,Precipitation Amount,August,Malin Head,Millimetres,92.6,2013
7717,Precipitation Amount,August,Claremorris,Millimetres,72.3,2013
7718,Precipitation Amount,August,Valentia Observatory,Millimetres,73.9,2013
7719,Precipitation Amount,August,Belmullet,Millimetres,68.3,2013
7720,Precipitation Amount,August,Shannon Airport,Millimetres,72.9,2013
7721,Precipitation Amount,August,Dublin Airport,Millimetres,48.5,2013
7722,Precipitation Amount,August,Mullingar,Millimetres,52.8,2013
7723,Precipitation Amount,August,Cork Airport,Millimetres,51.6,2013
7724,Precipitation Amount,August,Casement,Millimetres,62.9,2013
7725,Precipitation Amount,August,Phoenix Park,Millimetres,47.8,2013
7726,Precipitation Amount,August,Roches Point,Millimetres,50.0,2013
7727,Precipitation Amount,August,Markree,Millimetres,65.8,2013
7728,Precipitation Amount,September,Malin Head,Millimetres,69.7,2013
7729,Precipitation Amount,September,Claremorris,Millimetres,46.1,2013
7730,Precipitation Amount,September,Valentia Observatory,Millimetres,70.7,2013
7731,Precipitation Amount,September,Belmullet,Millimetres,71.3,2013
7732,Precipitation Amount,September,Shannon Airport,Millimetres,38.9,2013
7733,Precipitation Amount,September,Dublin Airport,Millimetres,35.1,2013
7734,Precipitation Amount,September,Mullingar,Millimetres,53.8,2013
7735,Precipitation Amount,September,Cork Airport,Millimetres,42.9,2013
7736,Precipitation Amount,September,Casement,Millimetres,35.1,2013
7737,Precipitation Amount,September,Phoenix Park,Millimetres,33.8,2013
7738,Precipitation Amount,September,Roches Point,Millimetres,25.6,2013
7739,Precipitation Amount,September,Markree,Millimetres,94.3,2013
7740,Precipitation Amount,October,Malin Head,Millimetres,103.8,2013
7741,Precipitation Amount,October,Claremorris,Millimetres,110.2,2013
7742,Precipitation Amount,October,Valentia Observatory,Millimetres,184.8,2013
7743,Precipitation Amount,October,Belmullet,Millimetres,96.4,2013
7744,Precipitation Amount,October,Shannon Airport,Millimetres,132.2,2013
7745,Precipitation Amount,October,Dublin Airport,Millimetres,127.8,2013
7746,Precipitation Amount,October,Mullingar,Millimetres,179.3,2013
7747,Precipitation Amount,October,Cork Airport,Millimetres,182.9,2013
7748,Precipitation Amount,October,Casement,Millimetres,100.4,2013
7749,Precipitation Amount,October,Phoenix Park,Millimetres,92.0,2013
7750,Precipitation Amount,October,Roches Point,Millimetres,136.4,2013
7751,Precipitation Amount,October,Markree,Millimetres,114.7,2013
7752,Precipitation Amount,November,Malin Head,Millimetres,116.0,2013
7753,Precipitation Amount,November,Claremorris,Millimetres,63.7,2013
7754,Precipitation Amount,November,Valentia Observatory,Millimetres,125.1,2013
7755,Precipitation Amount,November,Belmullet,Millimetres,64.8,2013
7756,Precipitation Amount,November,Shannon Airport,Millimetres,89.0,2013
7757,Precipitation Amount,November,Dublin Airport,Millimetres,26.6,2013
7758,Precipitation Amount,November,Mullingar,Millimetres,46.6,2013
7759,Precipitation Amount,November,Cork Airport,Millimetres,64.2,2013
7760,Precipitation Amount,November,Casement,Millimetres,21.2,2013
7761,Precipitation Amount,November,Phoenix Park,Millimetres,21.6,2013
7762,Precipitation Amount,November,Roches Point,Millimetres,47.8,2013
7763,Precipitation Amount,November,Markree,Millimetres,68.0,2013
7764,Precipitation Amount,December,Malin Head,Millimetres,178.6,2013
7765,Precipitation Amount,December,Claremorris,Millimetres,215.5,2013
7766,Precipitation Amount,December,Valentia Observatory,Millimetres,266.6,2013
7767,Precipitation Amount,December,Belmullet,Millimetres,179.2,2013
7768,Precipitation Amount,December,Shannon Airport,Millimetres,160.2,2013
7769,Precipitation Amount,December,Dublin Airport,Millimetres,83.2,2013
7770,Precipitation Amount,December,Mullingar,Millimetres,142.5,2013
7771,Precipitation Amount,December,Cork Airport,Millimetres,211.4,2013
7772,Precipitation Amount,December,Casement,Millimetres,104.7,2013
7773,Precipitation Amount,December,Phoenix Park,Millimetres,87.5,2013
7774,Precipitation Amount,December,Roches Point,Millimetres,161.3,2013
7775,Precipitation Amount,December,Markree,Millimetres,191.1,2013
7776,Precipitation Amount,January,Malin Head,Millimetres,162.2,2014
7777,Precipitation Amount,January,Claremorris,Millimetres,218.8,2014
7778,Precipitation Amount,January,Valentia Observatory,Millimetres,288.1,2014
7779,Precipitation Amount,January,Belmullet,Millimetres,210.5,2014
7780,Precipitation Amount,January,Shannon Airport,Millimetres,175.9,2014
7781,Precipitation Amount,January,Dublin Airport,Millimetres,101.6,2014
7782,Precipitation Amount,January,Mullingar,Millimetres,147.1,2014
7783,Precipitation Amount,January,Cork Airport,Millimetres,200.4,2014
7784,Precipitation Amount,January,Casement,Millimetres,110.7,2014
7785,Precipitation Amount,January,Phoenix Park,Millimetres,97.8,2014
7786,Precipitation Amount,January,Roches Point,Millimetres,148.1,2014
7787,Precipitation Amount,January,Markree,Millimetres,194.9,2014
7788,Precipitation Amount,February,Malin Head,Millimetres,189.9,2014
7789,Precipitation Amount,February,Claremorris,Millimetres,214.0,2014
7790,Precipitation Amount,February,Valentia Observatory,Millimetres,292.4,2014
7791,Precipitation Amount,February,Belmullet,Millimetres,198.0,2014
7792,Precipitation Amount,February,Shannon Airport,Millimetres,195.1,2014
7793,Precipitation Amount,February,Dublin Airport,Millimetres,88.5,2014
7794,Precipitation Amount,February,Mullingar,Millimetres,154.9,2014
7795,Precipitation Amount,February,Cork Airport,Millimetres,240.5,2014
7796,Precipitation Amount,February,Casement,Millimetres,122.0,2014
7797,Precipitation Amount,February,Phoenix Park,Millimetres,95.3,2014
7798,Precipitation Amount,February,Roches Point,Millimetres,173.5,2014
7799,Precipitation Amount,February,Markree,Millimetres,196.6,2014
7800,Precipitation Amount,March,Malin Head,Millimetres,71.6,2014
7801,Precipitation Amount,March,Claremorris,Millimetres,109.6,2014
7802,Precipitation Amount,March,Valentia Observatory,Millimetres,135.2,2014
7803,Precipitation Amount,March,Belmullet,Millimetres,87.0,2014
7804,Precipitation Amount,March,Shannon Airport,Millimetres,87.2,2014
7805,Precipitation Amount,March,Dublin Airport,Millimetres,53.7,2014
7806,Precipitation Amount,March,Mullingar,Millimetres,72.3,2014
7807,Precipitation Amount,March,Cork Airport,Millimetres,107.8,2014
7808,Precipitation Amount,March,Casement,Millimetres,56.7,2014
7809,Precipitation Amount,March,Phoenix Park,Millimetres,54.7,2014
7810,Precipitation Amount,March,Roches Point,Millimetres,100.7,2014
7811,Precipitation Amount,March,Markree,Millimetres,91.4,2014
7812,Precipitation Amount,April,Malin Head,Millimetres,33.4,2014
7813,Precipitation Amount,April,Claremorris,Millimetres,46.4,2014
7814,Precipitation Amount,April,Valentia Observatory,Millimetres,85.5,2014
7815,Precipitation Amount,April,Belmullet,Millimetres,53.5,2014
7816,Precipitation Amount,April,Shannon Airport,Millimetres,38.3,2014
7817,Precipitation Amount,April,Dublin Airport,Millimetres,34.2,2014
7818,Precipitation Amount,April,Mullingar,Millimetres,55.4,2014
7819,Precipitation Amount,April,Cork Airport,Millimetres,104.6,2014
7820,Precipitation Amount,April,Casement,Millimetres,39.3,2014
7821,Precipitation Amount,April,Phoenix Park,Millimetres,36.4,2014
7822,Precipitation Amount,April,Roches Point,Millimetres,69.3,2014
7823,Precipitation Amount,April,Markree,Millimetres,27.7,2014
7824,Precipitation Amount,May,Malin Head,Millimetres,86.8,2014
7825,Precipitation Amount,May,Claremorris,Millimetres,112.7,2014
7826,Precipitation Amount,May,Valentia Observatory,Millimetres,115.5,2014
7827,Precipitation Amount,May,Belmullet,Millimetres,103.6,2014
7828,Precipitation Amount,May,Shannon Airport,Millimetres,90.4,2014
7829,Precipitation Amount,May,Dublin Airport,Millimetres,91.5,2014
7830,Precipitation Amount,May,Mullingar,Millimetres,128.6,2014
7831,Precipitation Amount,May,Cork Airport,Millimetres,70.6,2014
7832,Precipitation Amount,May,Casement,Millimetres,98.4,2014
7833,Precipitation Amount,May,Phoenix Park,Millimetres,73.5,2014
7834,Precipitation Amount,May,Roches Point,Millimetres,40.8,2014
7835,Precipitation Amount,May,Markree,Millimetres,92.5,2014
7836,Precipitation Amount,June,Malin Head,Millimetres,48.6,2014
7837,Precipitation Amount,June,Claremorris,Millimetres,57.4,2014
7838,Precipitation Amount,June,Valentia Observatory,Millimetres,56.0,2014
7839,Precipitation Amount,June,Belmullet,Millimetres,46.0,2014
7840,Precipitation Amount,June,Shannon Airport,Millimetres,40.5,2014
7841,Precipitation Amount,June,Dublin Airport,Millimetres,36.2,2014
7842,Precipitation Amount,June,Mullingar,Millimetres,63.4,2014
7843,Precipitation Amount,June,Cork Airport,Millimetres,85.7,2014
7844,Precipitation Amount,June,Casement,Millimetres,31.8,2014
7845,Precipitation Amount,June,Phoenix Park,Millimetres,29.6,2014
7846,Precipitation Amount,June,Roches Point,Millimetres,45.8,2014
7847,Precipitation Amount,June,Markree,Millimetres,48.0,2014
7848,Precipitation Amount,July,Malin Head,Millimetres,86.0,2014
7849,Precipitation Amount,July,Claremorris,Millimetres,52.7,2014
7850,Precipitation Amount,July,Valentia Observatory,Millimetres,81.4,2014
7851,Precipitation Amount,July,Belmullet,Millimetres,59.8,2014
7852,Precipitation Amount,July,Shannon Airport,Millimetres,35.8,2014
7853,Precipitation Amount,July,Dublin Airport,Millimetres,35.0,2014
7854,Precipitation Amount,July,Mullingar,Millimetres,31.6,2014
7855,Precipitation Amount,July,Cork Airport,Millimetres,43.6,2014
7856,Precipitation Amount,July,Casement,Millimetres,42.3,2014
7857,Precipitation Amount,July,Phoenix Park,Millimetres,34.3,2014
7858,Precipitation Amount,July,Roches Point,Millimetres,18.8,2014
7859,Precipitation Amount,July,Markree,Millimetres,67.7,2014
7860,Precipitation Amount,August,Malin Head,Millimetres,95.3,2014
7861,Precipitation Amount,August,Claremorris,Millimetres,87.1,2014
7862,Precipitation Amount,August,Valentia Observatory,Millimetres,73.7,2014
7863,Precipitation Amount,August,Belmullet,Millimetres,91.6,2014
7864,Precipitation Amount,August,Shannon Airport,Millimetres,90.0,2014
7865,Precipitation Amount,August,Dublin Airport,Millimetres,173.0,2014
7866,Precipitation Amount,August,Mullingar,Millimetres,153.8,2014
7867,Precipitation Amount,August,Cork Airport,Millimetres,88.3,2014
7868,Precipitation Amount,August,Casement,Millimetres,142.0,2014
7869,Precipitation Amount,August,Phoenix Park,Millimetres,147.1,2014
7870,Precipitation Amount,August,Roches Point,Millimetres,75.6,2014
7871,Precipitation Amount,August,Markree,Millimetres,123.1,2014
7872,Precipitation Amount,September,Malin Head,Millimetres,23.0,2014
7873,Precipitation Amount,September,Claremorris,Millimetres,10.8,2014
7874,Precipitation Amount,September,Valentia Observatory,Millimetres,26.5,2014
7875,Precipitation Amount,September,Belmullet,Millimetres,25.4,2014
7876,Precipitation Amount,September,Shannon Airport,Millimetres,72.4,2014
7877,Precipitation Amount,September,Dublin Airport,Millimetres,26.5,2014
7878,Precipitation Amount,September,Mullingar,Millimetres,16.1,2014
7879,Precipitation Amount,September,Cork Airport,Millimetres,19.7,2014
7880,Precipitation Amount,September,Casement,Millimetres,12.9,2014
7881,Precipitation Amount,September,Phoenix Park,Millimetres,15.5,2014
7882,Precipitation Amount,September,Roches Point,Millimetres,19.0,2014
7883,Precipitation Amount,September,Markree,Millimetres,10.3,2014
7884,Precipitation Amount,October,Malin Head,Millimetres,131.4,2014
7885,Precipitation Amount,October,Claremorris,Millimetres,148.3,2014
7886,Precipitation Amount,October,Valentia Observatory,Millimetres,192.4,2014
7887,Precipitation Amount,October,Belmullet,Millimetres,176.0,2014
7888,Precipitation Amount,October,Shannon Airport,Millimetres,105.2,2014
7889,Precipitation Amount,October,Dublin Airport,Millimetres,90.2,2014
7890,Precipitation Amount,October,Mullingar,Millimetres,121.2,2014
7891,Precipitation Amount,October,Cork Airport,Millimetres,180.1,2014
7892,Precipitation Amount,October,Casement,Millimetres,87.8,2014
7893,Precipitation Amount,October,Phoenix Park,Millimetres,80.9,2014
7894,Precipitation Amount,October,Roches Point,Millimetres,125.8,2014
7895,Precipitation Amount,October,Markree,Millimetres,115.6,2014
7896,Precipitation Amount,November,Malin Head,Millimetres,134.4,2014
7897,Precipitation Amount,November,Claremorris,Millimetres,121.7,2014
7898,Precipitation Amount,November,Valentia Observatory,Millimetres,202.3,2014
