,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,Year
4201,Precipitation Amount,March,Claremorris,Millimetres,158.1,1989
4202,Precipitation Amount,March,Valentia Observatory,Millimetres,195.2,1989
4203,Precipitation Amount,March,Belmullet,Millimetres,134.2,1989
4204,Precipitation Amount,March,Shannon Airport,Millimetres,126.6,1989
4205,Precipitation Amount,March,Dublin Airport,Millimetres,54.7,1989
4206,Precipitation Amount,March,Mullingar,Millimetres,104.8,1989
4207,Precipitation Amount,March,Cork Airport,Millimetres,166.6,1989
4208,Precipitation Amount,March,Casement,Millimetres,73.0,1989
4209,Precipitation Amount,March,Phoenix Park,Millimetres,,1989
4210,Precipitation Amount,March,Roches Point,Millimetres,,1989
4211,Precipitation Amount,March,Markree,Millimetres,,1989
4212,Precipitation Amount,April,Malin Head,Millimetres,115.0,1989
4213,Precipitation Amount,April,Claremorris,Millimetres,68.9,1989
4214,Precipitation Amount,April,Valentia Observatory,Millimetres,95.0,1989
4215,Precipitation Amount,April,Belmullet,Millimetres,62.2,1989
4216,Precipitation Amount,April,Shannon Airport,Millimetres,58.1,1989
4217,Precipitation Amount,April,Dublin Airport,Millimetres,79.3,1989
4218,Precipitation Amount,April,Mullingar,Millimetres,65.6,1989
4219,Precipitation Amount,April,Cork Airport,Millimetres,60.8,1989
4220,Precipitation Amount,April,Casement,Millimetres,58.1,1989
4221,Precipitation Amount,April,Phoenix Park,Millimetres,,1989
4222,Precipitation Amount,April,Roches Point,Millimetres,,1989
4223,Precipitation Amount,April,Markree,Millimetres,,1989
4224,Precipitation Amount,May,Malin Head,Millimetres,27.2,1989
4225,Precipitation Amount,May,Claremorris,Millimetres,27.9,1989
4226,Precipitation Amount,May,Valentia Observatory,Millimetres,20.7,1989
4227,Precipitation Amount,May,Belmullet,Millimetres,33.2,1989
4228,Precipitation Amount,May,Shannon Airport,Millimetres,23.8,1989
4229,Precipitation Amount,May,Dublin Airport,Millimetres,13.1,1989
4230,Precipitation Amount,May,Mullingar,Millimetres,20.7,1989
4231,Precipitation Amount,May,Cork Airport,Millimetres,8.4,1989
4232,Precipitation Amount,May,Casement,Millimetres,36.6,1989
4233,Precipitation Amount,May,Phoenix Park,Millimetres,,1989
4234,Precipitation Amount,May,Roches Point,Millimetres,,1989
4235,Precipitation Amount,May,Markree,Millimetres,,1989
4236,Precipitation Amount,June,Malin Head,Millimetres,49.2,1989
4237,Precipitation Amount,June,Claremorris,Millimetres,77.6,1989
4238,Precipitation Amount,June,Valentia Observatory,Millimetres,83.2,1989
4239,Precipitation Amount,June,Belmullet,Millimetres,85.8,1989
4240,Precipitation Amount,June,Shannon Airport,Millimetres,56.8,1989
4241,Precipitation Amount,June,Dublin Airport,Millimetres,67.8,1989
4242,Precipitation Amount,June,Mullingar,Millimetres,43.1,1989
4243,Precipitation Amount,June,Cork Airport,Millimetres,62.6,1989
4244,Precipitation Amount,June,Casement,Millimetres,65.7,1989
4245,Precipitation Amount,June,Phoenix Park,Millimetres,,1989
4246,Precipitation Amount,June,Roches Point,Millimetres,,1989
4247,Precipitation Amount,June,Markree,Millimetres,,1989
4248,Precipitation Amount,July,Malin Head,Millimetres,57.8,1989
4249,Precipitation Amount,July,Claremorris,Millimetres,16.8,1989
4250,Precipitation Amount,July,Valentia Observatory,Millimetres,24.9,1989
4251,Precipitation Amount,July,Belmullet,Millimetres,24.7,1989
4252,Precipitation Amount,July,Shannon Airport,Millimetres,16.8,1989
4253,Precipitation Amount,July,Dublin Airport,Millimetres,9.6,1989
4254,Precipitation Amount,July,Mullingar,Millimetres,24.0,1989
4255,Precipitation Amount,July,Cork Airport,Millimetres,12.0,1989
4256,Precipitation Amount,July,Casement,Millimetres,10.4,1989
4257,Precipitation Amount,July,Phoenix Park,Millimetres,,1989
4258,Precipitation Amount,July,Roches Point,Millimetres,,1989
4259,Precipitation Amount,July,Markree,Millimetres,,1989
4260,Precipitation Amount,August,Malin Head,Millimetres,137.1,1989
4261,Precipitation Amount,August,Claremorris,Millimetres,145.7,1989
4262,Precipitation Amount,August,Valentia Observatory,Millimetres,123.0,1989
4263,Precipitation Amount,August,Belmullet,Millimetres,167.2,1989
4264,Precipitation Amount,August,Shannon Airport,Millimetres,69.1,1989
4265,Precipitation Amount,August,Dublin Airport,Millimetres,81.9,1989
4266,Precipitation Amount,August,Mullingar,Millimetres,90.3,1989
4267,Precipitation Amount,August,Cork Airport,Millimetres,101.8,1989
4268,Precipitation Amount,August,Casement,Millimetres,107.2,1989
4269,Precipitation Amount,August,Phoenix Park,Millimetres,,1989
4270,Precipitation Amount,August,Roches Point,Millimetres,,1989
4271,Precipitation Amount,August,Markree,Millimetres,,1989
4272,Precipitation Amount,September,Malin Head,Millimetres,44.4,1989
4273,Precipitation Amount,September,Claremorris,Millimetres,70.3,1989
4274,Precipitation Amount,September,Valentia Observatory,Millimetres,91.2,1989
4275,Precipitation Amount,September,Belmullet,Millimetres,60.9,1989
4276,Precipitation Amount,September,Shannon Airport,Millimetres,51.5,1989
4277,Precipitation Amount,September,Dublin Airport,Millimetres,25.1,1989
4278,Precipitation Amount,September,Mullingar,Millimetres,53.6,1989
4279,Precipitation Amount,September,Cork Airport,Millimetres,71.7,1989
4280,Precipitation Amount,September,Casement,Millimetres,50.4,1989
4281,Precipitation Amount,September,Phoenix Park,Millimetres,,1989
4282,Precipitation Amount,September,Roches Point,Millimetres,,1989
4283,Precipitation Amount,September,Markree,Millimetres,,1989
4284,Precipitation Amount,October,Malin Head,Millimetres,188.5,1989
4285,Precipitation Amount,October,Claremorris,Millimetres,235.7,1989
4286,Precipitation Amount,October,Valentia Observatory,Millimetres,204.4,1989
4287,Precipitation Amount,October,Belmullet,Millimetres,259.5,1989
4288,Precipitation Amount,October,Shannon Airport,Millimetres,129.5,1989
4289,Precipitation Amount,October,Dublin Airport,Millimetres,62.1,1989
4290,Precipitation Amount,October,Mullingar,Millimetres,137.1,1989
4291,Precipitation Amount,October,Cork Airport,Millimetres,121.2,1989
4292,Precipitation Amount,October,Casement,Millimetres,68.4,1989
4293,Precipitation Amount,October,Phoenix Park,Millimetres,,1989
4294,Precipitation Amount,October,Roches Point,Millimetres,,1989
4295,Precipitation Amount,October,Markree,Millimetres,,1989
4296,Precipitation Amount,November,Malin Head,Millimetres,63.5,1989
4297,Precipitation Amount,November,Claremorris,Millimetres,59.0,1989
4298,Precipitation Amount,November,Valentia Observatory,Millimetres,77.9,1989
4299,Precipitation Amount,November,Belmullet,Millimetres,88.3,1989
4300,Precipitation Amount,November,Shannon Airport,Millimetres,53.2,1989
4301,Precipitation Amount,November,Dublin Airport,Millimetres,35.6,1989
4302,Precipitation Amount,November,Mullingar,Millimetres,35.3,1989
4303,Precipitation Amount,November,Cork Airport,Millimetres,78.5,1989
4304,Precipitation Amount,November,Casement,Millimetres,34.1,1989
4305,Precipitation Amount,November,Phoenix Park,Millimetres,,1989
4306,Precipitation Amount,November,Roches Point,Millimetres,,1989
4307,Precipitation Amount,November,Markree,Millimetres,,1989
4308,Precipitation Amount,December,Malin Head,Millimetres,46.1,1989
4309,Precipitation Amount,December,Claremorris,Millimetres,104.9,1989
4310,Precipitation Amount,December,Valentia Observatory,Millimetres,144.2,1989
4311,Precipitation Amount,December,Belmullet,Millimetres,91.2,1989
4312,Precipitation Amount,December,Shannon Airport,Millimetres,77.7,1989
4313,Precipitation Amount,December,Dublin Airport,Millimetres,55.9,1989
4314,Precipitation Amount,December,Mullingar,Millimetres,73.6,1989
4315,Precipitation Amount,December,Cork Airport,Millimetres,239.0,1989
4316,Precipitation Amount,December,Casement,Millimetres,69.0,1989
4317,Precipitation Amount,December,Phoenix Park,Millimetres,,1989
4318,Precipitation Amount,December,Roches Point,Millimetres,,1989
4319,Precipitation Amount,December,Markree,Millimetres,,1989
4320,Precipitation Amount,January,Malin Head,Millimetres,158.7,1990
4321,Precipitation Amount,January,Claremorris,Millimetres,202.8,1990
4322,Precipitation Amount,January,Valentia Observatory,Millimetres,197.2,1990
4323,Precipitation Amount,January,Belmullet,Millimetres,214.9,1990
4324,Precipitation Amount,January,Shannon Airport,Millimetres,125.8,1990
4325,Precipitation Amount,January,Dublin Airport,Millimetres,68.3,1990
4326,Precipitation Amount,January,Mullingar,Millimetres,113.5,1990
4327,Precipitation Amount,January,Cork Airport,Millimetres,166.5,1990
4328,Precipitation Amount,January,Casement,Millimetres,81.4,1990
4329,Precipitation Amount,January,Phoenix Park,Millimetres,,1990
4330,Precipitation Amount,January,Roches Point,Millimetres,,1990
4331,Precipitation Amount,January,Markree,Millimetres,,1990
4332,Precipitation Amount,February,Malin Head,Millimetres,200.2,1990
4333,Precipitation Amount,February,Claremorris,Millimetres,251.2,1990
4334,Precipitation Amount,February,Valentia Observatory,Millimetres,200.9,1990
4335,Precipitation Amount,February,Belmullet,Millimetres,236.0,1990
4336,Precipitation Amount,February,Shannon Airport,Millimetres,204.7,1990
4337,Precipitation Amount,February,Dublin Airport,Millimetres,108.8,1990
4338,Precipitation Amount,February,Mullingar,Millimetres,191.4,1990
4339,Precipitation Amount,February,Cork Airport,Millimetres,213.4,1990
4340,Precipitation Amount,February,Casement,Millimetres,126.9,1990
4341,Precipitation Amount,February,Phoenix Park,Millimetres,,1990
4342,Precipitation Amount,February,Roches Point,Millimetres,,1990
4343,Precipitation Amount,February,Markree,Millimetres,,1990
4344,Precipitation Amount,March,Malin Head,Millimetres,71.8,1990
4345,Precipitation Amount,March,Claremorris,Millimetres,102.5,1990
4346,Precipitation Amount,March,Valentia Observatory,Millimetres,50.8,1990
4347,Precipitation Amount,March,Belmullet,Millimetres,94.5,1990
4348,Precipitation Amount,March,Shannon Airport,Millimetres,32.6,1990
4349,Precipitation Amount,March,Dublin Airport,Millimetres,10.2,1990
4350,Precipitation Amount,March,Mullingar,Millimetres,30.7,1990
4351,Precipitation Amount,March,Cork Airport,Millimetres,25.4,1990
4352,Precipitation Amount,March,Casement,Millimetres,10.7,1990
4353,Precipitation Amount,March,Phoenix Park,Millimetres,,1990
4354,Precipitation Amount,March,Roches Point,Millimetres,,1990
4355,Precipitation Amount,March,Markree,Millimetres,,1990
4356,Precipitation Amount,April,Malin Head,Millimetres,68.8,1990
4357,Precipitation Amount,April,Claremorris,Millimetres,81.0,1990
4358,Precipitation Amount,April,Valentia Observatory,Millimetres,61.2,1990
4359,Precipitation Amount,April,Belmullet,Millimetres,90.5,1990
4360,Precipitation Amount,April,Shannon Airport,Millimetres,57.5,1990
4361,Precipitation Amount,April,Dublin Airport,Millimetres,24.2,1990
4362,Precipitation Amount,April,Mullingar,Millimetres,43.2,1990
4363,Precipitation Amount,April,Cork Airport,Millimetres,31.2,1990
4364,Precipitation Amount,April,Casement,Millimetres,26.2,1990
4365,Precipitation Amount,April,Phoenix Park,Millimetres,,1990
4366,Precipitation Amount,April,Roches Point,Millimetres,,1990
4367,Precipitation Amount,April,Markree,Millimetres,,1990
4368,Precipitation Amount,May,Malin Head,Millimetres,26.2,1990
4369,Precipitation Amount,May,Claremorris,Millimetres,23.6,1990
4370,Precipitation Amount,May,Valentia Observatory,Millimetres,49.7,1990
4371,Precipitation Amount,May,Belmullet,Millimetres,19.6,1990
4372,Precipitation Amount,May,Shannon Airport,Millimetres,22.2,1990
4373,Precipitation Amount,May,Dublin Airport,Millimetres,39.5,1990
4374,Precipitation Amount,May,Mullingar,Millimetres,43.9,1990
4375,Precipitation Amount,May,Cork Airport,Millimetres,33.7,1990
4376,Precipitation Amount,May,Casement,Millimetres,35.0,1990
4377,Precipitation Amount,May,Phoenix Park,Millimetres,,1990
4378,Precipitation Amount,May,Roches Point,Millimetres,,1990
4379,Precipitation Amount,May,Markree,Millimetres,,1990
4380,Precipitation Amount,June,Malin Head,Millimetres,115.8,1990
4381,Precipitation Amount,June,Claremorris,Millimetres,87.9,1990
4382,Precipitation Amount,June,Valentia Observatory,Millimetres,128.7,1990
4383,Precipitation Amount,June,Belmullet,Millimetres,113.9,1990
4384,Precipitation Amount,June,Shannon Airport,Millimetres,72.6,1990
4385,Precipitation Amount,June,Dublin Airport,Millimetres,71.3,1990
4386,Precipitation Amount,June,Mullingar,Millimetres,99.2,1990
4387,Precipitation Amount,June,Cork Airport,Millimetres,124.8,1990
4388,Precipitation Amount,June,Casement,Millimetres,49.3,1990
4389,Precipitation Amount,June,Phoenix Park,Millimetres,,1990
4390,Precipitation Amount,June,Roches Point,Millimetres,,1990
4391,Precipitation Amount,June,Markree,Millimetres,,1990
4392,Precipitation Amount,July,Malin Head,Millimetres,55.4,1990
4393,Precipitation Amount,July,Claremorris,Millimetres,57.0,1990
4394,Precipitation Amount,July,Valentia Observatory,Millimetres,63.5,1990
4395,Precipitation Amount,July,Belmullet,Millimetres,77.5,1990
4396,Precipitation Amount,July,Shannon Airport,Millimetres,46.4,1990
4397,Precipitation Amount,July,Dublin Airport,Millimetres,48.0,1990
4398,Precipitation Amount,July,Mullingar,Millimetres,59.1,1990
4399,Precipitation Amount,July,Cork Airport,Millimetres,68.4,1990
4400,Precipitation Amount,July,Casement,Millimetres,36.2,1990
4401,Precipitation Amount,July,Phoenix Park,Millimetres,,1990
4402,Precipitation Amount,July,Roches Point,Millimetres,,1990
4403,Precipitation Amount,July,Markree,Millimetres,,1990
4404,Precipitation Amount,August,Malin Head,Millimetres,95.2,1990
4405,Precipitation Amount,August,Claremorris,Millimetres,48.5,1990
4406,Precipitation Amount,August,Valentia Observatory,Millimetres,80.2,1990
4407,Precipitation Amount,August,Belmullet,Millimetres,77.9,1990
4408,Precipitation Amount,August,Shannon Airport,Millimetres,67.7,1990
4409,Precipitation Amount,August,Dublin Airport,Millimetres,49.8,1990
4410,Precipitation Amount,August,Mullingar,Millimetres,75.1,1990
4411,Precipitation Amount,August,Cork Airport,Millimetres,38.5,1990
4412,Precipitation Amount,August,Casement,Millimetres,65.3,1990
4413,Precipitation Amount,August,Phoenix Park,Millimetres,,1990
4414,Precipitation Amount,August,Roches Point,Millimetres,,1990
4415,Precipitation Amount,August,Markree,Millimetres,,1990
4416,Precipitation Amount,September,Malin Head,Millimetres,66.9,1990
4417,Precipitation Amount,September,Claremorris,Millimetres,35.3,1990
4418,Precipitation Amount,September,Valentia Observatory,Millimetres,28.3,1990
4419,Precipitation Amount,September,Belmullet,Millimetres,54.2,1990
4420,Precipitation Amount,September,Shannon Airport,Millimetres,25.8,1990
4421,Precipitation Amount,September,Dublin Airport,Millimetres,16.4,1990
4422,Precipitation Amount,September,Mullingar,Millimetres,15.2,1990
4423,Precipitation Amount,September,Cork Airport,Millimetres,38.5,1990
4424,Precipitation Amount,September,Casement,Millimetres,19.2,1990
4425,Precipitation Amount,September,Phoenix Park,Millimetres,,1990
4426,Precipitation Amount,September,Roches Point,Millimetres,,1990
4427,Precipitation Amount,September,Markree,Millimetres,,1990
4428,Precipitation Amount,October,Malin Head,Millimetres,250.4,1990
4429,Precipitation Amount,October,Claremorris,Millimetres,195.2,1990
4430,Precipitation Amount,October,Valentia Observatory,Millimetres,210.1,1990
4431,Precipitation Amount,October,Belmullet,Millimetres,225.8,1990
4432,Precipitation Amount,October,Shannon Airport,Millimetres,157.8,1990
4433,Precipitation Amount,October,Dublin Airport,Millimetres,149.2,1990
4434,Precipitation Amount,October,Mullingar,Millimetres,172.9,1990
4435,Precipitation Amount,October,Cork Airport,Millimetres,144.5,1990
4436,Precipitation Amount,October,Casement,Millimetres,138.9,1990
4437,Precipitation Amount,October,Phoenix Park,Millimetres,,1990
4438,Precipitation Amount,October,Roches Point,Millimetres,,1990
4439,Precipitation Amount,October,Markree,Millimetres,,1990
4440,Precipitation Amount,November,Malin Head,Millimetres,69.3,1990
4441,Precipitation Amount,November,Claremorris,Millimetres,101.9,1990
4442,Precipitation Amount,November,Valentia Observatory,Millimetres,122.6,1990
4443,Precipitation Amount,November,Belmullet,Millimetres,96.1,1990
4444,Precipitation Amount,November,Shannon Airport,Millimetres,66.4,1990
4445,Precipitation Amount,November,Dublin Airport,Millimetres,64.0,1990
4446,Precipitation Amount,November,Mullingar,Millimetres,61.3,1990
4447,Precipitation Amount,November,Cork Airport,Millimetres,54.1,1990
4448,Precipitation Amount,November,Casement,Millimetres,77.4,1990
4449,Precipitation Amount,November,Phoenix Park,Millimetres,,1990
4450,Precipitation Amount,November,Roches Point,Millimetres,,1990
4451,Precipitation Amount,November,Markree,Millimetres,,1990
4452,Precipitation Amount,December,Malin Head,Millimetres,132.0,1990
4453,Precipitation Amount,December,Claremorris,Millimetres,161.8,1990
4454,Precipitation Amount,December,Valentia Observatory,Millimetres,141.6,1990
4455,Precipitation Amount,December,Belmullet,Millimetres,145.8,1990
4456,Precipitation Amount,December,Shannon Airport,Millimetres,144.4,1990
4457,Precipitation Amount,December,Dublin Airport,Millimetres,78.7,1990
4458,Precipitation Amount,December,Mullingar,Millimetres,116.6,1990
4459,Precipitation Amount,December,Cork Airport,Millimetres,93.7,1990
4460,Precipitation Amount,December,Casement,Millimetres,95.0,1990
4461,Precipitation Amount,December,Phoenix Park,Millimetres,,1990
4462,Precipitation Amount,December,Roches Point,Millimetres,,1990
4463,Precipitation Amount,December,Markree,Millimetres,,1990
4464,Precipitation Amount,January,Malin Head,Millimetres,110.9,1991
4465,Precipitation Amount,January,Claremorris,Millimetres,112.3,1991
4466,Precipitation Amount,January,Valentia Observatory,Millimetres,141.2,1991
4467,Precipitation Amount,January,Belmullet,Millimetres,125.2,1991
4468,Precipitation Amount,January,Shannon Airport,Millimetres,85.8,1991
4469,Precipitation Amount,January,Dublin Airport,Millimetres,71.4,1991
4470,Precipitation Amount,January,Mullingar,Millimetres,84.8,1991
4471,Precipitation Amount,January,Cork Airport,Millimetres,118.0,1991
4472,Precipitation Amount,January,Casement,Millimetres,69.4,1991
4473,Precipitation Amount,January,Phoenix Park,Millimetres,,1991
4474,Precipitation Amount,January,Roches Point,Millimetres,,1991
4475,Precipitation Amount,January,Markree,Millimetres,,1991
4476,Precipitation Amount,February,Malin Head,Millimetres,47.7,1991
4477,Precipitation Amount,February,Claremorris,Millimetres,94.2,1991
4478,Precipitation Amount,February,Valentia Observatory,Millimetres,160.9,1991
4479,Precipitation Amount,February,Belmullet,Millimetres,86.3,1991
4480,Precipitation Amount,February,Shannon Airport,Millimetres,92.3,1991
4481,Precipitation Amount,February,Dublin Airport,Millimetres,59.0,1991
4482,Precipitation Amount,February,Mullingar,Millimetres,92.4,1991
4483,Precipitation Amount,February,Cork Airport,Millimetres,121.2,1991
4484,Precipitation Amount,February,Casement,Millimetres,54.7,1991
4485,Precipitation Amount,February,Phoenix Park,Millimetres,,1991
4486,Precipitation Amount,February,Roches Point,Millimetres,,1991
4487,Precipitation Amount,February,Markree,Millimetres,,1991
4488,Precipitation Amount,March,Malin Head,Millimetres,63.4,1991
4489,Precipitation Amount,March,Claremorris,Millimetres,108.1,1991
4490,Precipitation Amount,March,Valentia Observatory,Millimetres,142.8,1991
4491,Precipitation Amount,March,Belmullet,Millimetres,80.0,1991
4492,Precipitation Amount,March,Shannon Airport,Millimetres,72.0,1991
4493,Precipitation Amount,March,Dublin Airport,Millimetres,91.1,1991
4494,Precipitation Amount,March,Mullingar,Millimetres,91.4,1991
4495,Precipitation Amount,March,Cork Airport,Millimetres,139.0,1991
4496,Precipitation Amount,March,Casement,Millimetres,63.5,1991
4497,Precipitation Amount,March,Phoenix Park,Millimetres,,1991
4498,Precipitation Amount,March,Roches Point,Millimetres,,1991
4499,Precipitation Amount,March,Markree,Millimetres,,1991
4500,Precipitation Amount,April,Malin Head,Millimetres,115.5,1991
4501,Precipitation Amount,April,Claremorris,Millimetres,167.8,1991
4502,Precipitation Amount,April,Valentia Observatory,Millimetres,168.1,1991
4503,Precipitation Amount,April,Belmullet,Millimetres,148.2,1991
4504,Precipitation Amount,April,Shannon Airport,Millimetres,97.4,1991
4505,Precipitation Amount,April,Dublin Airport,Millimetres,92.3,1991
4506,Precipitation Amount,April,Mullingar,Millimetres,127.1,1991
4507,Precipitation Amount,April,Cork Airport,Millimetres,120.8,1991
4508,Precipitation Amount,April,Casement,Millimetres,91.7,1991
4509,Precipitation Amount,April,Phoenix Park,Millimetres,,1991
4510,Precipitation Amount,April,Roches Point,Millimetres,,1991
4511,Precipitation Amount,April,Markree,Millimetres,,1991
4512,Precipitation Amount,May,Malin Head,Millimetres,18.4,1991
4513,Precipitation Amount,May,Claremorris,Millimetres,8.8,1991
4514,Precipitation Amount,May,Valentia Observatory,Millimetres,7.6,1991
4515,Precipitation Amount,May,Belmullet,Millimetres,19.6,1991
4516,Precipitation Amount,May,Shannon Airport,Millimetres,10.1,1991
4517,Precipitation Amount,May,Dublin Airport,Millimetres,3.6,1991
4518,Precipitation Amount,May,Mullingar,Millimetres,4.5,1991
4519,Precipitation Amount,May,Cork Airport,Millimetres,4.5,1991
4520,Precipitation Amount,May,Casement,Millimetres,5.3,1991
4521,Precipitation Amount,May,Phoenix Park,Millimetres,,1991
4522,Precipitation Amount,May,Roches Point,Millimetres,,1991
4523,Precipitation Amount,May,Markree,Millimetres,,1991
4524,Precipitation Amount,June,Malin Head,Millimetres,103.9,1991
4525,Precipitation Amount,June,Claremorris,Millimetres,92.7,1991
4526,Precipitation Amount,June,Valentia Observatory,Millimetres,106.5,1991
4527,Precipitation Amount,June,Belmullet,Millimetres,81.4,1991
4528,Precipitation Amount,June,Shannon Airport,Millimetres,86.4,1991
4529,Precipitation Amount,June,Dublin Airport,Millimetres,79.8,1991
4530,Precipitation Amount,June,Mullingar,Millimetres,78.5,1991
4531,Precipitation Amount,June,Cork Airport,Millimetres,92.7,1991
4532,Precipitation Amount,June,Casement,Millimetres,59.7,1991
4533,Precipitation Amount,June,Phoenix Park,Millimetres,,1991
4534,Precipitation Amount,June,Roches Point,Millimetres,,1991
4535,Precipitation Amount,June,Markree,Millimetres,,1991
4536,Precipitation Amount,July,Malin Head,Millimetres,90.7,1991
4537,Precipitation Amount,July,Claremorris,Millimetres,91.3,1991
4538,Precipitation Amount,July,Valentia Observatory,Millimetres,103.2,1991
4539,Precipitation Amount,July,Belmullet,Millimetres,87.6,1991
4540,Precipitation Amount,July,Shannon Airport,Millimetres,56.6,1991
4541,Precipitation Amount,July,Dublin Airport,Millimetres,26.4,1991
4542,Precipitation Amount,July,Mullingar,Millimetres,42.1,1991
4543,Precipitation Amount,July,Cork Airport,Millimetres,88.0,1991
4544,Precipitation Amount,July,Casement,Millimetres,45.3,1991
4545,Precipitation Amount,July,Phoenix Park,Millimetres,,1991
4546,Precipitation Amount,July,Roches Point,Millimetres,,1991
4547,Precipitation Amount,July,Markree,Millimetres,,1991
4548,Precipitation Amount,August,Malin Head,Millimetres,70.4,1991
4549,Precipitation Amount,August,Claremorris,Millimetres,39.4,1991
4550,Precipitation Amount,August,Valentia Observatory,Millimetres,31.0,1991
4551,Precipitation Amount,August,Belmullet,Millimetres,42.3,1991
4552,Precipitation Amount,August,Shannon Airport,Millimetres,60.3,1991
4553,Precipitation Amount,August,Dublin Airport,Millimetres,36.9,1991
4554,Precipitation Amount,August,Mullingar,Millimetres,37.1,1991
4555,Precipitation Amount,August,Cork Airport,Millimetres,20.4,1991
4556,Precipitation Amount,August,Casement,Millimetres,30.5,1991
4557,Precipitation Amount,August,Phoenix Park,Millimetres,,1991
4558,Precipitation Amount,August,Roches Point,Millimetres,,1991
4559,Precipitation Amount,August,Markree,Millimetres,,1991
4560,Precipitation Amount,September,Malin Head,Millimetres,74.6,1991
4561,Precipitation Amount,September,Claremorris,Millimetres,52.2,1991
4562,Precipitation Amount,September,Valentia Observatory,Millimetres,139.7,1991
4563,Precipitation Amount,September,Belmullet,Millimetres,90.3,1991
4564,Precipitation Amount,September,Shannon Airport,Millimetres,61.0,1991
4565,Precipitation Amount,September,Dublin Airport,Millimetres,42.8,1991
4566,Precipitation Amount,September,Mullingar,Millimetres,50.9,1991
4567,Precipitation Amount,September,Cork Airport,Millimetres,114.7,1991
4568,Precipitation Amount,September,Casement,Millimetres,53.4,1991
4569,Precipitation Amount,September,Phoenix Park,Millimetres,,1991
4570,Precipitation Amount,September,Roches Point,Millimetres,,1991
4571,Precipitation Amount,September,Markree,Millimetres,,1991
4572,Precipitation Amount,October,Malin Head,Millimetres,101.8,1991
4573,Precipitation Amount,October,Claremorris,Millimetres,143.3,1991
4574,Precipitation Amount,October,Valentia Observatory,Millimetres,169.6,1991
4575,Precipitation Amount,October,Belmullet,Millimetres,124.5,1991
4576,Precipitation Amount,October,Shannon Airport,Millimetres,84.3,1991
4577,Precipitation Amount,October,Dublin Airport,Millimetres,85.6,1991
4578,Precipitation Amount,October,Mullingar,Millimetres,101.1,1991
4579,Precipitation Amount,October,Cork Airport,Millimetres,147.9,1991
4580,Precipitation Amount,October,Casement,Millimetres,96.2,1991
4581,Precipitation Amount,October,Phoenix Park,Millimetres,,1991
4582,Precipitation Amount,October,Roches Point,Millimetres,,1991
4583,Precipitation Amount,October,Markree,Millimetres,,1991
4584,Precipitation Amount,November,Malin Head,Millimetres,158.9,1991
4585,Precipitation Amount,November,Claremorris,Millimetres,139.4,1991
4586,Precipitation Amount,November,Valentia Observatory,Millimetres,191.3,1991
4587,Precipitation Amount,November,Belmullet,Millimetres,181.4,1991
4588,Precipitation Amount,November,Shannon Airport,Millimetres,114.3,1991
4589,Precipitation Amount,November,Dublin Airport,Millimetres,50.3,1991
4590,Precipitation Amount,November,Mullingar,Millimetres,101.3,1991
4591,Precipitation Amount,November,Cork Airport,Millimetres,137.2,1991
4592,Precipitation Amount,November,Casement,Millimetres,71.1,1991
4593,Precipitation Amount,November,Phoenix Park,Millimetres,,1991
4594,Precipitation Amount,November,Roches Point,Millimetres,,1991
4595,Precipitation Amount,November,Markree,Millimetres,,1991
4596,Precipitation Amount,December,Malin Head,Millimetres,112.8,1991
4597,Precipitation Amount,December,Claremorris,Millimetres,62.9,1991
4598,Precipitation Amount,December,Valentia Observatory,Millimetres,20.9,1991
4599,Precipitation Amount,December,Belmullet,Millimetres,87.5,1991
4600,Precipitation Amount,December,Shannon Airport,Millimetres,59.1,1991
4601,Precipitation Amount,December,Dublin Airport,Millimetres,38.1,1991
4602,Precipitation Amount,December,Mullingar,Millimetres,70.6,1991
4603,Precipitation Amount,December,Cork Airport,Millimetres,23.4,1991
4604,Precipitation Amount,December,Casement,Millimetres,31.1,1991
4605,Precipitation Amount,December,Phoenix Park,Millimetres,,1991
4606,Precipitation Amount,December,Roches Point,Millimetres,,1991
4607,Precipitation Amount,December,Markree,Millimetres,,1991
4608,Precipitation Amount,January,Malin Head,Millimetres,113.5,1992
4609,Precipitation Amount,January,Claremorris,Millimetres,119.0,1992
4610,Precipitation Amount,January,Valentia Observatory,Millimetres,113.5,1992
4611,Precipitation Amount,January,Belmullet,Millimetres,85.1,1992
4612,Precipitation Amount,January,Shannon Airport,Millimetres,66.3,1992
4613,Precipitation Amount,January,Dublin Airport,Millimetres,32.9,1992
4614,Precipitation Amount,January,Mullingar,Millimetres,75.9,1992
4615,Precipitation Amount,January,Cork Airport,Millimetres,40.2,1992
4616,Precipitation Amount,January,Casement,Millimetres,34.1,1992
4617,Precipitation Amount,January,Phoenix Park,Millimetres,,1992
4618,Precipitation Amount,January,Roches Point,Millimetres,,1992
4619,Precipitation Amount,January,Markree,Millimetres,,1992
4620,Precipitation Amount,February,Malin Head,Millimetres,89.7,1992
4621,Precipitation Amount,February,Claremorris,Millimetres,101.1,1992
4622,Precipitation Amount,February,Valentia Observatory,Millimetres,109.8,1992
4623,Precipitation Amount,February,Belmullet,Millimetres,126.7,1992
4624,Precipitation Amount,February,Shannon Airport,Millimetres,54.3,1992
4625,Precipitation Amount,February,Dublin Airport,Millimetres,23.9,1992
4626,Precipitation Amount,February,Mullingar,Millimetres,60.9,1992
